Latitude,Longitude,Depth,Magnitude,Magnitude Type
-2.011,133.483,33,5.8,0
-21.143,-70.04,33,5.6,0
-5.922,147.403,101.6,5.5,0
35.51,141.818,33,5.5,0
-6.185,154.431,33,5.7,0
-21.452,169.682,33,6.4,1
24.115,122.646,42.7,5.9,1
0.2,119.541,33,6.2,1
-20.804,-174.071,36.1,5.5,0
18.053,146.523,33,5.8,0
0.232,119.484,33,5.5,0
51.604,104.864,10,5.9,1
-63.497,169.428,10,5.6,0
-49.243,-7.918,10,5.6,0
-2.975,126.528,33,5.7,0
85.686,86.034,10,5.5,0
35.592,141.751,33,5.9,1
-27.608,-176.486,33,5.6,0
-22.717,-68.503,110.8,5.9,1
28.343,57.193,33,6.6,1
28.323,57.147,33,5.6,0
85.735,84.906,10,5.5,0
5.397,121.937,33,7.1,1
-20.423,-68.901,110.9,5.8,0
-34.673,-69.6,10,6,1
5.255,122.168,33,5.9,1
-21.734,-179.465,602.7,5.7,0
-15.766,-179.526,33,6.1,1
52.129,159.482,49.6,5.8,0
52.132,159.529,54.7,5.8,0
52.056,159.52,56.6,6.9,1
-20,-177.765,587,5.6,0
12.033,143.645,33,5.5,0
41.891,82.692,10,5.5,0
2.683,125.674,114.2,5.5,0
-0.034,124.313,88.5,5.8,0
41.097,142.971,41.3,5.9,1
51.587,-177.668,33,6.9,1
5.649,126.641,33,5.5,0
55.896,110.214,10,5.9,1
55.942,110.272,10,5.9,1
-7.122,128.658,33,5.8,0
-20.912,-178.731,574.7,5.6,0
29.57,128.333,33,5.6,0
-7.028,117.089,621.4,5.5,0
-9.682,112.79,33,5.6,0
-40.045,-71.747,33,5.5,0
-3.857,131.43,25,5.6,0
-56.799,-141.051,10,5.8,0
30.512,79.403,15,6.6,1
85.644,86.259,10,5.8,0
-10.688,161.338,33,5.6,0
-3.996,87.284,10,5.8,0
10.696,-70.418,10,5.8,0
5.827,-82.616,10,6.3,1
-4.357,152.707,33,6.2,1
-19.899,168.193,10,6.2,1
-57.679,-27.078,150,5.5,0
-16.66,-72.662,87.2,6.8,1
13.173,-87.634,38.4,6,1
-5.591,149.568,150,7.4,1
24.908,93.678,66.4,5.6,0
24.451,-46.374,10,5.9,1
-6.527,147.007,33,6.4,1
-6.42,146.946,33,5.5,0
-0.155,122.909,91.8,5.5,0
43.607,130.35,565.7,7.1,1
-42.056,84.269,10,5.6,0
-26.354,178.221,621.2,6.2,1
-6,148.495,58.3,6,1
-20.036,168.575,42.8,5.9,1
-21.422,-176.46,164.2,6.8,1
-6.346,146.976,31.9,5.8,0
19.25,-155.49,10.9,5.7,0
19.248,-155.489,10.9,5.8,0
-26.896,-176.383,33,5.5,0
-20.458,168.81,33,5.5,0
-31.888,-179.04,95.7,6.5,1
-29.679,-178.474,237.1,5.6,0
-27.953,26.635,5,5.7,0
13.123,145.142,52.5,5.7,0
-1.648,-77.783,172.6,6,1
28.867,131.148,33,5.9,1
-35.781,-102.9,10,5.8,0
-31.646,-71.681,52.4,5.6,0
56.794,-34.268,10,5.6,0
59.291,-151.523,70.9,5.8,0
14.364,-94.673,33,6.1,1
-34.019,-178.97,33,5.5,0
29.501,51.88,33,6.2,1
-7.491,31.683,10,5.6,0
56.416,-152.939,20,6.2,1
45.449,151.63,62.7,5.9,1
-21.486,173.44,33,5.7,0
14.214,-91.945,39.2,6.1,1
-42.455,83.828,10,5.7,0
-11.658,166.289,83.1,5.7,0
-5.159,150.88,138,7.1,1
-36.102,-110.64,10,6,1
-36.368,-110.588,10,5.6,0
-36.31,-110.395,10,5.7,0
43.032,143.835,102.7,6.2,1
-0.418,121.441,34.7,5.5,0
-3.068,129.686,33,5.5,0
37.5296667,-118.8171667,2.934,5.5,0
-4.751,152.486,73.7,7.1,1
-2.642,138.217,59.2,6.4,1
-5.195,152.73,69.4,5.5,0
-5.165,152.877,27,6.6,1
-5.039,152.537,81.1,5.6,0
-5.65,148.533,127.3,6.1,1
-5.03,152.764,33,5.8,0
-38.674,175.26,282.5,5.8,0
5.625,123.855,33,5.9,1
85.632,86.146,10,5.5,0
-60.788,-24.952,40.8,5.7,0
-20.731,169.881,33,6.1,1
-5.601,152.618,33,5.7,0
-19.078,169.438,242.6,5.6,0
3.689,90.144,33,5.6,0
-27.931,-66.934,169.3,5.8,0
34.478,32.131,10,5.6,0
58.652,-137.184,10,5.6,0
0.053,123.484,161,5.7,0
53.859,-164.064,33,5.8,0
13.897,-90.768,33,6.3,1
8.586,125.854,33,5.7,0
73.017,5.187,10,5.5,0
73.077,5.453,10,5.5,0
15.04,-60.421,54.6,5.8,0
-19.281,-173.557,33,5.6,0
8.592,125.868,33,5.5,0
-53.039,-46.839,10,5.8,0
18.386,-97.436,70,7,1
-17.037,-173.362,75.3,5.8,0
-14.965,-175.854,33,5.9,1
5.514,126.639,33,6.4,1
-5.414,146.879,208.5,5.7,0
8.228,141.301,33,5.6,0
36.388,70.707,230.2,5.5,0
18.324,-101.539,68.7,6.3,1
-4.508,133.947,33,5.7,0
-56.274,-27.638,95.9,5.5,0
19.279,145.575,103,5.6,0
3.802,126.347,33,5.6,0
30.098,69.444,33,5.6,0
-17.956,-178.187,590.4,6,1
-9.468,147.854,33,5.6,0
36.622,71.353,189.3,5.7,0
70.386,-15.152,10,5.5,0
70.28,-15.351,10,5.7,0
49.371,-129.204,10,6,1
47.08,-123.46,40.6,5.8,0
47.074,-123.4636667,40.014,5.8,0
56.076,164.639,33,5.5,0
26.323,140.482,430.6,6.1,1
49.233,155.559,33,6.1,1
-30.247,-178.131,116.5,5.7,0
-24.967,-70.504,40.5,5.6,0
-6.514,154.944,29,6.3,1
-20.095,-178.16,567,5.6,0
15.782,-88.33,10,6.7,1
30.069,69.419,51.5,5.7,0
5.513,126.709,33,5.7,0
-35.487,-104.074,10,5.6,0
13.749,-90.42,70,5.6,0
-18.23,168.178,33,5.5,0
-22.546,179.412,590.9,6,1
-28.629,-177.608,39,6.5,1
-9.03,120.159,33,5.5,0
-33.58,-176.705,33,5.5,0
26.904,141.455,89.5,5.6,0
-18.289,-177.906,560.8,5.7,0
4.567,97.211,175,5.6,0
-5.151,151.942,69.4,6.2,1
40.78,141.675,104.1,5.7,0
-2.979,150.494,33,5.6,0
-3.046,150.572,33,5.5,0
-15.201,-173.324,33,5.5,0
-28.69,-177.523,33,6.1,1
-30.285,-178.014,25,6.3,1
29.999,69.397,33,5.5,0
5.201,-82.579,10,5.5,0
-30.367,-177.832,10,6.5,1
51.52,-176.273,33,5.9,1
37.53,-116.968,6.037,5.94,1
-33.023,-70.153,95.4,5.5,0
-12.55,167.175,251.2,5.7,0
-3.453,-79.162,88.1,5.9,1
49.933,156.261,57.8,5.9,1
-21.086,-176.059,33,5.6,0
-56.435,-143.024,10,5.6,0
51.229,178.062,33,5.5,0
-22.147,170.052,33,5.5,0
9.346,-83.967,33,5.6,0
34.791,32.939,33,5.6,0
-18.721,-176.882,33,5.5,0
-1.716,122.456,33,6.2,1
-45.622,-76.578,33,5.5,0
-0.688,127.273,79.7,5.6,0
52.094,-169.488,33,5.5,0
52.037,-169.502,33,5.8,0
-1.776,122.492,33,5.6,0
-5.885,104.711,101.4,6.4,1
-5.396,152.529,33,5.9,1
40.748,29.864,17,7.6,1
-37.341,177.333,155,5.7,0
9.044,-84.159,20,6.9,1
34.024,135.405,65.5,5.7,0
-20.389,-173.757,33,5.7,0
8.918,-83.938,24.2,5.8,0
-58.311,-13.196,10,6.2,1
-40.509,-74.756,33,6.4,1
-16.117,168.039,33,6.6,1
-19.059,169.612,263.4,5.7,0
10.376,126.006,62.6,5.9,1
58.153,-154.784,97.1,5.5,0
-3.522,145.657,33,6.2,1
-3.472,145.611,33,5.8,0
19.119,121.152,33,5.7,0
-27.801,73.857,10,5.6,0
-1.287,-77.549,196.4,6.3,1
3.103,65.855,10,6,1
38.119,23.605,10,6,1
-63.289,-166.566,10,5.5,0
7.138,123.678,117.9,5.5,0
47.506,154.334,33,5.5,0
46.024,150.26,91.2,5.8,0
-32.831,-178.27,33,6,1
28.97,142.053,33,5.9,1
-3.636,149.515,56.7,5.6,0
40.709,30.045,13,5.9,1
-55.989,-27.809,33,5.5,0
15.09,146.223,91.5,5.5,0
-20.934,-67.275,218,6.4,1
-13.79,167.238,196.8,6.3,1
-14.408,-178.21,33,5.5,0
-4.422,-104.444,10,5.6,0
-6.443,147.799,48.8,5.6,0
51.207,157.556,60,6,1
-19.713,169.205,102.8,5.9,1
46.419,153.377,45.6,5.8,0
-3.624,150.875,430.5,5.9,1
46.334,153.463,33,5.5,0
23.772,120.982,33,7.7,1
23.602,120.966,25,6.3,1
23.785,121.202,33,6.1,1
23.57,121.299,33,6.3,1
23.746,121.189,33,6.1,1
23.756,121.246,33,6.2,1
23.39,120.964,33,6.4,1
-63.68,-167.163,10,5.6,0
23.729,121.167,26,6.4,1
23.642,121.136,33,5.8,0
23.738,121.158,17,6.5,1
2.667,127.914,33,5.7,0
54.59,168.263,33,6.1,1
-30.738,-71.993,33,6,1
16.059,-96.931,60.6,7.5,1
-0.279,122.702,64.4,5.8,0
40.186,143.04,33,5.7,0
-13.357,-111.314,10,5.7,0
-10.685,-75.635,33,5.6,0
-35.841,-103.284,10,5.7,0
51.207,157.61,76.7,5.6,0
52.243,-177.72,148.9,5.5,0
-6.158,149.287,57.7,5.7,0
-21.054,-174.495,33,5.9,1
-21.89,-176.717,183.8,5.6,0
-1.99,134.279,33,6.1,1
-21.116,-174.489,33,5.7,0
-3.407,150.948,33,5.5,0
54.657,-161.189,30,6.4,1
-14.281,-70.484,202.2,5.5,0
34.6033333,-116.265,13.73,7.1,1
34.6781667,-116.2895,13.906,5.77,0
34.24,-117.04,6,5.6,0
-56.121,-26.578,33,6.3,1
-6.94,129.336,189,5.8,0
13.726,125.197,42.7,5.6,0
23.445,120.506,33,5.9,1
23.433,120.508,33,5.6,0
-4.808,153.414,83.3,6.3,1
44.612,149.44,33,6,1
-34.841,-112.032,10,5.6,0
-19.442,-173.88,33,5.9,1
-2.119,134.192,33,5.5,0
31.971,142.251,33,5.8,0
-38.699,175.803,158.7,6.2,1
-23.681,-111.615,10,5.6,0
39.463,144.682,33,5.5,0
-15.838,-173.728,33,5.7,0
-33.057,-179.54,33,5.6,0
23.378,121.52,33,6.3,1
-45.473,96.567,10,5.7,0
-15.761,-172.538,33,5.6,0
36.522,71.24,228.4,6.5,1
35.726,61.205,25.9,5.5,0
-6.41,-107.233,10,5.6,0
49.315,155.633,33,6.1,1
40.744,30.266,22,5.7,0
1.276,100.322,211,6.2,1
40.758,31.161,10,7.2,1
40.785,31.12,10,5.5,0
53.357,171.423,33,5.9,1
38.304,142.309,50.6,5.7,0
-1.339,88.976,10,7,1
-55.823,-125.134,10,6.1,1
-5.978,148.82,47.5,6.9,1
-6.004,148.803,45.3,6.3,1
-6.576,148.672,54.8,5.7,0
0.523,126.066,33,6,1
-6.429,148.533,33,5.9,1
-6.351,148.763,33,7,1
-21.75,-68.78,101.2,5.9,1
-63.123,-164.527,10,5.9,1
18.544,-107.168,33,6.2,1
-16.152,-173.057,33,5.5,0
9.732,57.122,10,5.6,0
-0.944,121.487,33,5.7,0
55.133,165.364,33,6,1
-30.234,-177.678,33,5.9,1
-16.423,168.214,33,7.5,1
-16.009,167.984,33,5.7,0
55.143,165.475,33,5.6,0
-16.426,168.05,33,5.5,0
-15.576,167.918,33,5.9,1
-14.529,-71.291,126.4,5.9,1
-54.855,-136.384,10,5.5,0
-4.692,153.016,89.4,5.9,1
54.952,165.659,33,5.7,0
0.581,126.205,33,5.6,0
-1.275,89.043,10,6.4,1
0.565,126.11,33,5.7,0
-18.901,-69.171,128.1,6.6,1
-21.284,169.105,33,5.8,0
-21.325,-178.662,547.9,5.8,0
17.647,-82.356,10,6.3,1
-22.031,169.977,33,5.6,0
10.961,-70.341,10,5.5,0
-10.961,164.235,33,5.5,0
40.358,42.346,19.3,5.7,0
57.667,-32.58,10,5.6,0
3.282,128.088,33,5.7,0
-28.5,-71.221,34.3,5.7,0
57.812,-32.728,10,5.5,0
29.92,138.689,448.9,5.7,0
57.413,-154.489,66,7,1
57.363,-154.401,49.9,5.6,0
57.362,-154.514,40.9,6.4,1
-15.911,-173.984,137.7,6.4,1
-9.843,159.965,33,6.1,1
-6.028,148.144,58.3,6.4,1
-22.303,179.613,599.9,5.6,0
-36.206,-97.316,10,6.5,1
-13.912,167.188,202.8,5.7,0
-17.715,-178.793,558.2,5.7,0
15.766,119.74,33,7.3,1
14.765,-91.186,157.5,5.8,0
-2.889,128.155,33,5.7,0
2.077,127.115,84.6,5.9,1
-0.138,125.119,66.3,5.8,0
17.189,-85.134,10,5.7,0
-5.786,150.974,33,6.3,1
-28.939,-13.342,10,5.7,0
-50.149,138.989,10,6,1
54.506,-161.039,33,5.6,0
-50.26,139.423,10,6,1
7.982,-37.968,10,5.5,0
8.069,-38.026,10,5.7,0
-2.425,139.675,16.2,6.2,1
12.87,144.571,50.9,6,1
-3.986,131.331,33,5.9,1
-4.579,151.234,33,5.7,0
55.83,110.029,10,5.5,0
-6.845,105.555,56,6.5,1
-54.345,1.974,10,5.7,0
-10.885,165.457,33,6,1
35.321,-1.281,10,5.6,0
-0.625,-91.882,10,5.7,0
-56.211,146.723,10,6.3,1
-56.369,147.056,10,6.1,1
-6.13,-75.271,26.6,5.5,0
-27.992,-176.792,33,5.8,0
5.609,-82.645,10,6.2,1
1.674,128.288,65.5,5.7,0
-11.15,165.543,33,5.9,1
18.244,-101.432,69.9,5.9,1
-10.86,165.354,33,6.9,1
-10.98,165.251,33,5.9,1
-11.21,165.321,33,5.7,0
-10.938,165.258,33,5.7,0
-11.165,165.33,33,6.2,1
47.579,154.508,33,5.6,0
37.269,134.664,371.4,5.6,0
-60.722,153.67,10,6,1
-17.943,-178.476,582.3,5.5,0
51.447,-175.558,33,5.8,0
-20.771,-174.236,33,5.8,0
-20.964,-174.097,33,5.6,0
-11.371,165.378,33,6.1,1
-11.462,165.413,33,5.5,0
32.222,92.7,33,5.5,0
-56.103,-58.442,10,5.6,0
-9.195,109.592,33,5.8,0
58.04,-136.87,1,6.1,1
16.095,119.484,33,6.2,1
-54.326,-55.126,10,5.5,0
-9.805,159.811,33,6.4,1
-6.746,105.646,61.7,5.6,0
-23.169,-70.122,36,6.4,1
-16.925,-174.248,183.4,7.2,1
-2.476,140.35,10,5.5,0
-18.823,174.37,33,6.5,1
27.35,139.979,453.2,5.7,0
-17.61,-178.742,535,6.2,1
-15.285,-173.525,33,5.5,0
25.591,101.164,33,5.5,0
25.607,101.063,33,5.9,1
-6.345,148.43,72.4,5.8,0
-21.216,-179.255,632.8,6,1
-30.238,-178.133,33,5.9,1
-11.656,166.317,39.5,5.7,0
-11.593,166.301,33,5.8,0
6.785,-71.971,33,5.6,0
-14.512,-177.596,33,5.8,0
-14.319,-177.675,33,5.5,0
36.372,70.379,206.9,6,1
-28.227,-176.563,33,5.8,0
-6.261,147.555,33,5.5,0
56.618,-161.869,220.8,5.8,0
43.649,-127.257,10,6.1,1
13.147,125.755,33,5.7,0
-59.287,-17.224,10,5.8,0
-17.657,66.857,10,5.5,0
-7.967,120.613,46.8,5.8,0
30.239,130.768,42.9,5.5,0
-7.973,120.646,46.3,5.6,0
57.527,-149.111,10,5.5,0
-17.513,-176.731,33,5.8,0
-17.207,-177.226,33,5.5,0
-17.272,-174.002,33,6.3,1
-7.485,122.678,574.9,5.5,0
43.046,146.837,61.1,6.8,1
26.076,124.496,193.9,6,1
-1.347,89.083,10,5.5,0
-9.691,118.764,83.4,5.6,0
65.015,-154.238,7.3,5.7,0
13.572,121.546,33,5.5,0
75.271,10.195,10,5.5,0
1.295,126.272,33,5.5,0
-5.844,150.876,33,6.6,1
0.931,126.242,50.3,5.5,0
-27.585,65.728,10,5.6,0
-15.893,-174.803,226.6,5.9,1
-6.573,155.009,33,5.9,1
42.853,131.572,513.6,6,1
5.694,127.068,141.4,5.7,0
17.675,145.401,521.5,5.9,1
-10.806,166.57,33,5.7,0
-10.905,166.687,33,5.9,1
16.569,-46.584,10,5.6,0
8.854,-84.126,20,5.7,0
-6.279,154.758,54.7,5.7,0
18.562,-107.074,33,5.7,0
21.611,143.631,33,5.5,0
-5.322,154.16,99.4,5.6,0
17.387,-60.763,33,5.5,0
-19.528,173.818,33,7.1,1
-20.053,174.363,33,5.6,0
-19.826,174.195,33,5.5,0
13.795,144.782,132.2,6.2,1
9.406,-78.532,65,6.1,1
-21.762,-175.29,33,5.7,0
-17.588,-178.984,538,6,1
-50.066,-114.201,10,6,1
-18.158,169.014,33,6,1
-19.005,-179.361,675,5.8,0
-19.103,-179.361,671.9,5.6,0
60.167,-145.887,20,5.5,0
-7.321,128.491,141.9,6.4,1
-6.817,143.807,10,6.6,1
-60.167,149.868,10,6.4,1
-34.317,179.131,33,5.9,1
-62.902,145.637,10,6.1,1
-49.162,164.669,10,5.5,0
-3.876,151.359,33,5.5,0
-8.701,106.379,33,5.5,0
4.738,96.007,33,5.5,0
14.975,-92.444,62,6.3,1
-61.707,161.272,10,5.7,0
-61.77,160.816,10,5.6,0
-61.826,160.116,10,5.6,0
-44.396,-117.435,10,5.9,1
-42.556,-82.772,10,5.5,0
40.3886667,-125.2385,4.803,5.7,0
-52.964,25.013,10,5.6,0
-41.076,44.239,10,5.5,0
-24.362,178.983,551.9,5.5,0
-6.212,147.587,95.5,5.5,0
3.155,128.034,102.7,5.9,1
-12.194,65.769,10,5.7,0
-14.558,167.273,168.7,5.5,0
27.551,-111.303,10,5.6,0
-16.193,-172.912,33,5.6,0
22.338,143.73,126.5,7.6,1
-28.127,-176.309,10,5.8,0
-17.899,-178.645,608.1,5.6,0
-17.756,-178.754,555.8,5.7,0
-15.861,-174.137,104.9,5.6,0
0.267,122.051,187,5.5,0
4.082,125.61,150,6.2,1
34.22,25.69,38,5.5,0
-7.206,129.193,153.2,5.5,0
-18.271,-175.272,207.6,5.7,0
-18.045,65.517,10,6.3,1
1.091,120.151,33,5.6,0
-27.944,-178.386,201.2,5.8,0
-15.568,-173.333,54.5,5.7,0
10.301,126.523,33,5.9,1
-18.702,-173.686,65.4,5.6,0
-22.169,-179.353,539.3,5.6,0
3.959,128.269,56.6,5.5,0
3.913,128.215,86.3,5.5,0
-52.455,13.544,10,5.8,0
4.022,128.455,33,5.7,0
-20.664,-176.469,220.7,6,1
51.422,-178.137,33,6,1
35.667,135.486,346.5,5.5,0
37.842,29.328,33,5.5,0
-28.307,-62.99,608.5,7,1
-28.384,-62.943,609.8,6.1,1
-5.366,151.469,105.2,5.6,0
-53.221,-118.008,10,5.6,0
40.178,143.236,33,5.6,0
-33.619,-179.012,33,5.5,0
-6.407,-77.057,124.6,5.7,0
51.011,-130.381,10,5.5,0
-3.986,146.556,10,5.9,1
38.176,73.053,140.5,5.6,0
-15.54,-177.521,400.6,5.5,0
17.439,147.516,55,6,1
-1.105,123.573,26,7.6,1
51.438,-178.493,33,5.6,0
-17.914,-178.522,515.8,6.5,1
17.513,147.629,33,5.5,0
-1.215,123.359,33,5.7,0
-11.295,165.432,12,6.3,1
-15.227,-173.614,33,5.7,0
-2.54,122.551,31.3,5.6,0
11.045,124.733,11.5,5.6,0
-4.457,150.004,502,6.1,1
-0.846,97.996,33,5.7,0
11.045,124.771,10,5.5,0
-31.319,179.839,383.1,5.6,0
-23.548,-66.452,225,7.2,1
35.975,70.657,107.7,6.3,1
-1.42,123.354,33,5.6,0
-4.296,123.164,33,6.3,1
49.94,-130.33,10,5.5,0
59.204,-153.139,79.5,5.9,1
-49.795,125.988,10,5.5,0
-23.775,179.956,547.6,5.6,0
71.19,-8.263,10,6,1
0.738,-25.862,10,5.9,1
-4.096,-81.096,33,5.8,0
36.042,22.012,33,5.7,0
11.359,139.245,33,6,1
38.922,20.64,0,5.6,0
-63.622,172.741,10,5.9,1
44.513,-130.081,10,6.2,1
51.923,158.932,76.3,5.5,0
35.552,140.464,62.3,6.2,1
-4.721,102.087,33,7.9,1
-4.646,102.102,33,6.7,1
28.723,65.383,33,6,1
-15.577,-173.062,33,5.5,0
-5.605,102.886,33,5.8,0
-4.909,102.656,33,5.8,0
-4.141,102.011,33,5.5,0
40.693,32.992,10,6,1
-5.093,102.699,33,6.2,1
37.012,103.791,10,5.6,0
29.424,131.421,33,6.4,1
36.829,135.464,10,5.9,1
4.943,126.82,86.1,5.5,0
26.856,97.238,33,6.3,1
-4.612,101.905,33,6.7,1
14.207,-92.056,58.8,5.5,0
-5.071,152.495,33,6.3,1
-5.33,102.754,33,5.5,0
-5.365,102.762,33,5.5,0
-5.549,102.679,33,6,1
-11.301,162.062,33,6.1,1
-4.478,102.052,33,5.5,0
30.472,137.682,472.6,5.8,0
30.491,137.73,485.3,6.3,1
-17.565,-172.615,33,5.5,0
-11.448,166.239,33,5.9,1
-4.695,153.134,76.8,5.5,0
23.843,121.225,33,6.4,1
-5.543,101.491,33,5.5,0
-50.579,139.55,10,6.6,1
17.315,120.2,63,5.7,0
-25.516,178.046,604.6,6.4,1
-24.032,-66.747,196.5,5.9,1
46.64,152.587,33,5.5,0
4.542,127.722,89.5,6.3,1
-17.902,176.212,33,6,1
29.368,132.082,10,6.1,1
-33.877,-70.088,120.2,6.4,1
-28.876,-178.464,222.6,5.6,0
63.966,-20.487,10,6.5,1
63.965,-20.633,10,5.7,0
-13.802,97.453,10,7.9,1
16.967,120.408,33,5.7,0
14.011,120.532,115,5.6,0
-14.104,97.577,10,5.8,0
63.98,-20.758,10,6.5,1
14.112,144.962,112.2,5.9,1
-27.882,-176.383,33,5.5,0
1.279,126.266,65.3,5.8,0
-5.005,153.674,33,5.5,0
31.183,131.206,10,6,1
-7.096,125.906,496.1,5.8,0
34.056,139.561,10,5.5,0
34.027,139.359,10,5.6,0
13.031,144.538,52.4,5.9,1
-35.226,178.605,240.6,5.7,0
34.221,139.131,10,6.1,1
34.076,139.226,10,5.7,0
20.24,122.163,33,5.6,0
53.203,170.368,33,5.5,0
51.411,179.978,31,5.9,1
-5.408,102.7,33,5.9,1
34.053,139.126,10,5.9,1
-16.209,-177.682,33,5.9,1
46.828,145.422,359.6,5.8,0
-4.473,103.758,104.7,5.8,0
57.369,-154.206,43.6,6.6,1
57.401,-154.269,66.6,5.5,0
-49.029,123.46,10,5.6,0
-18.343,-175.583,251.9,5.6,0
34.319,139.26,10,6.1,1
-0.44,-19.595,10,5.6,0
-54.104,7.939,10,5.7,0
-7.027,128.931,217.9,5.9,1
-61.194,154.6,33,5.6,0
20.253,122.043,33,6.4,1
-7.747,150.917,10,6.6,1
-4.193,138.912,33,5.8,0
-12.404,166.509,33,6.1,1
36.283,70.924,141.4,6.3,1
17.905,120.782,33,5.7,0
36.51,140.983,47.1,6,1
9.416,-85.329,33,6.4,1
-5.551,105.804,140.1,5.5,0
35.181,141.066,52.4,5.7,0
9.287,-85.18,33,5.5,0
18.414,-98.916,80.1,5.9,1
35.229,-36.045,10,5.5,0
-4.07,102.37,69.1,5.7,0
34.126,139.116,10,5.6,0
-5.561,102.886,33,5.7,0
-53.553,-3.169,10,5.9,1
0.778,-26.038,10,5.5,0
34.208,139.37,10,5.6,0
34.204,139.248,10,5.5,0
-12.36,166.49,37.3,5.8,0
23.359,120.915,33,5.7,0
33.933,139.35,10,5.7,0
-10.935,165.934,45.6,5.6,0
33.901,139.376,10,6.5,1
33.954,139.27,10,5.5,0
-16.697,174.542,10,6.2,1
-29.279,-176.35,10,6.2,1
-16.817,174.361,33,5.8,0
-38.765,78.419,10,5.9,1
-17.945,-174.82,191.2,5.6,0
-12.037,166.448,33,6.6,1
31.078,131.308,35,5.6,0
0.482,121.286,101.3,5.6,0
-17.684,-71.968,33,5.8,0
0.152,126.438,114.8,5.6,0
48.786,142.246,10,6.8,1
-6.377,130.209,140.5,5.5,0
-5.845,130.309,171.2,5.5,0
28.856,139.556,394.8,7.4,1
29.025,131.207,33,5.7,0
-7.018,123.357,648.5,6.5,1
-11.864,166.135,33,5.7,0
-15.693,167.986,33,6.3,1
18.198,-102.48,45.8,6.5,1
-16.797,174.332,33,6.4,1
-3.072,136.112,33,6,1
8.369,-103.957,10,5.6,0
12.078,-82.919,10,5.5,0
-9.377,153.854,10,6,1
-31.511,179.725,357.7,6.6,1
43.046,146.759,33,5.8,0
-21.901,-174.771,33,5.8,0
-16.887,-172.659,33,5.6,0
5.772,94.753,68.3,5.7,0
34.127,139.18,10,5.7,0
36.244,141.42,33,5.5,0
43.816,147.167,62.4,5.7,0
7.427,126.549,174.3,5.7,0
-1.397,123.134,33,5.5,0
-53.02,-45.966,10,6.1,1
-6.274,154.664,70.4,5.7,0
38.117,57.376,10,5.9,1
21.335,-108.814,10,5.5,0
-22.633,-68.276,118.2,5.5,0
-28.01,-13.23,10,5.5,0
-6.026,102.687,33,5.8,0
-17.517,-179.064,548.9,5.5,0
22.219,143.76,99.6,5.6,0
4.352,126.579,88.1,5.6,0
-4.11,127.394,16,6.8,1
-3.986,127.325,10,6.1,1
-4.163,127.311,33,6,1
-4.124,127.027,33,6.3,1
5.069,123.212,588.3,5.7,0
1.438,96.591,33,6,1
-5.053,133.611,33,5.5,0
-17.917,-178.325,587.5,5.7,0
-20.073,-179.135,687.6,6,1
-20.547,-177.821,363.8,5.8,0
43.024,146.773,52.7,5.5,0
-39.841,41.762,10,5.8,0
7.183,122.094,32.9,5.5,0
6.422,95.456,229.3,5.7,0
-22.763,-175.345,33,5.6,0
-35.875,-103.064,10,5.9,1
13.69,120.174,65.6,5.5,0
24.008,121.526,34.8,5.8,0
-1.179,129.348,33,5.5,0
-1.112,129.332,33,6.1,1
-5.619,130.611,62.8,5.5,0
-1.924,-12.961,10,5.5,0
-15.877,-173.691,115.4,6.3,1
35.389,99.343,10,6.1,1
-5.435,101.823,33,6,1
-15.742,179.801,33,6.2,1
-22.468,-176.332,109.5,5.5,0
0.253,122.073,211.2,5.5,0
-30.256,-178.142,62.9,5.6,0
-5.361,146.765,228,5.9,1
-1.885,-80.461,33,5.5,0
-56.51,-141.828,10,5.6,0
-29.847,-178.381,156.5,5.5,0
-4.964,102.104,33,6.2,1
4.367,-32.593,10,5.5,0
4.276,-32.607,10,5.7,0
-11.674,166.405,125,5.5,0
-46.806,37.59,10,5.9,1
-17.178,-173.927,56,6.4,1
1.123,127.442,142,5.9,1
-0.215,-80.582,22.9,6.4,1
12.073,122.381,33,5.6,0
-4.046,127.334,33,5.8,0
-7.977,30.709,34,6.5,1
29.443,129.388,33,5.8,0
29.52,129.396,33,5.7,0
40.282,143.124,33,6.3,1
-55.432,-128.081,10,5.8,0
11.124,-62.559,110.3,6.2,1
-15.421,166.91,23,7,1
-15.636,166.995,33,5.8,0
31.732,-40.958,10,6.1,1
6.853,126.822,87.3,6.1,1
35.456,133.134,10,6.7,1
-9.974,119.378,33,5.9,1
9.845,125.557,10,5.7,0
10.002,92.952,33,5.9,1
-6.276,154.627,100,5.6,0
-20.645,-177.985,488.6,5.8,0
-1.577,123.305,33,5.6,0
23.866,94.863,116.5,5.6,0
12.452,124.967,28.8,5.5,0
23.556,141.833,137.5,5.5,0
-6.859,129.3,186.4,5.6,0
15.521,-92.071,180.5,5.8,0
-10.535,66.738,10,5.5,0
-4.623,-106.044,10,5.5,0
-17.286,-175.176,291.8,6.3,1
-47.347,-12.403,10,6,1
1.671,-90.911,10,5.6,0
1.832,-90.585,10,5.9,1
13.679,120.729,151.8,5.9,1
7.106,126.752,82.4,5.6,0
-57.241,-25.423,33,5.5,0
-15.229,167.701,142.7,5.7,0
-4.054,127.388,33,5.7,0
-34.605,-109.648,10,6,1
-6.549,105.63,38,6.8,1
-34.678,-109.458,10,6.1,1
-34.573,-109.37,10,5.5,0
-6.943,129.004,158.2,5.5,0
54.707,94.983,33,5.5,0
